city,test_rows,persistence_mae,persistence_rmse,mean_change_mae,mean_change_rmse,random_forest_mae,random_forest_rmse,histgradientboosting_mae,histgradientboosting_rmse,xgboost_mae,xgboost_rmse
Bengaluru,80,0.325,0.6123724356957945,0.33927247036118124,0.6150208523564216,0.4410581013907395,0.6805280362041605,0.4783679859722138,0.6376292873948521,0.5184846170886885,0.6994212921807589
Delhi,80,1.15,1.541103500742244,1.2242895835887004,1.5996589255758673,1.697480885048184,2.056548082924595,1.6825613889671132,2.0164233000753367,1.5464544730493799,1.8753312501866417
